draft,lesson,block,timestamp,source,translation,score,verdict,corrected,issues
Draft 1,L4S2,175,"00:08:57,100 --> 00:09:02,760","Therefore, you should practice spelling proper names based on their pronunciation.",因此，您應該根據發音來練習拼寫專有名詞。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,176,"00:09:03,460 --> 00:09:06,920","From the pronunciation as county, we can write",根據發音，我們可以將道路名稱拼寫為 C,77,minor_issues,,[medium] terminology: None; [low] style: None
Draft 1,L4S2,177,"00:09:06,920 --> 00:09:13,180","the name of the road as C-O -U-N-T-Y, similar to the word count.",-O -U-N-T-Y，類似於 count 這個字。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,178,"00:09:14,040 --> 00:09:17,320","Question three, the numbers are spelled out and",Question three，數,30,needs_revision,第三題，數,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,179,"00:09:17,320 --> 00:09:20,740",there is no correction of information in the recording.,字已拼寫出來，錄音中沒有更正任何資訊。,30,needs_revision,,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,180,"00:09:20,740 --> 00:09:24,920","Question four, when the receptionist asked about any",第四題，當櫃檯人員詢問是否有任何,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,181,"00:09:24,920 --> 00:09:29,240","medical history or conditions, Philip mentioned that sometimes",關於病史或病情，Philip 提到他有,87,minor_issues,,[low] style: None
Draft 1,L4S2,182,"00:09:29,240 --> 00:09:30,320",he has headaches.,時會頭痛。,87,minor_issues,他會頭痛。,[low] style: None
Draft 1,L4S2,183,"00:09:31,000 --> 00:09:33,880",Make sure that you have an S at the end.,請確保末尾有 S。,100,ok,,
Draft 1,L4S2,184,"00:09:34,240 --> 00:09:37,900","And question five, Philip mentioned that he heard",第五題，Philip 提到他是從一位,87,minor_issues,,[low] style: None
Draft 1,L4S2,185,"00:09:37,900 --> 00:09:40,300",about the center from a colleague.,同事那裡聽說這個中心的。,100,ok,,
Draft 1,L4S2,186,"00:09:40,760 --> 00:09:43,540",The word colleague is quite a long word,「colleague」這個詞相當長,70,minor_issues,「同事」這個詞相當長,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,187,"00:09:43,540 --> 00:09:45,780",and can be tricky for some students.,，對某些學生來說可能有點棘手。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,188,"00:09:45,780 --> 00:09:49,100",Make sure to check your spelling carefully after,作答後，請務必仔細檢,30,needs_revision,作答後，請務必仔細檢查,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,189,"00:09:49,100 --> 00:09:50,320",writing the answers.,查拼字。,45,needs_revision,寫答案。,[high] meaning_drift: None
Draft 1,L4S2,190,"00:09:56,110 --> 00:09:58,810","Now, let's apply the same six steps to",現在，讓我們將相同的六個步驟套用至,100,ok,,
Draft 1,L4S2,191,"00:09:58,810 --> 00:10:01,610",the rest of the recording and complete this table.,繼續聆聽剩餘的錄音，並完成這個表格。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,192,"00:10:01,990 --> 00:10:05,330","First, from the requirement, we understand that",首先，根據要求，我們了解到,45,needs_revision,首先，根據要求，我們瞭解到,[high] terminology: None
Draft 1,L4S2,193,"00:10:05,330 --> 00:10:08,470",our answer in each blank cannot be longer than,每個空格的答案不能超過兩個字,35,needs_revision,每個空格的答案長度不能超過,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,194,"00:10:08,470 --> 00:10:09,910",two words and a number.,和一個數字。,30,needs_revision,和一個數位。,[high] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,195,"00:10:11,010 --> 00:10:16,110","Step two, since this is the second half of the recording that we listened to earlier,",第二步，因為這是我們剛才聽過的錄音的第二部分，,100,ok,,
Draft 1,L4S2,196,"00:10:16,110 --> 00:10:19,350",we already knew that the recording is about,我們已經知道這段錄音是關於一位名,45,needs_revision,我們已經知道這段錄音是關於什麼,[high] meaning_drift: None
Draft 1,L4S2,197,"00:10:19,350 --> 00:10:22,530",a man named Philip calling to register for,叫 Philip 的男士致電註,35,needs_revision,叫 Philip 的男士致電註冊,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,198,"00:10:22,530 --> 00:10:24,390",classes at a karate center.,冊空手道中心的課程。,87,minor_issues,空手道中心的課程。,[low] typo: None
Draft 1,L4S2,199,"00:10:25,110 --> 00:10:28,910","For step three, here are the keywords that I underlined.",第三步，以下是我畫底線的關鍵字。,100,ok,,
Draft 1,L4S2,200,"00:10:29,410 --> 00:10:35,250","Total, first, payment, class days, only, notes, go,",總計、首次、付款、上課天數、僅限、備註、前往，,100,ok,,
Draft 1,L4S2,201,"00:10:35,690 --> 00:10:43,090","classes, cancellation, fee, dropout, rules, no food, drink, accept.",課程、取消、費用、退學、規定、禁止飲食、受理。,100,ok,,
Draft 1,L4S2,202,"00:10:44,270 --> 00:10:46,510","Now, it's your turn to do step four,",現在輪到你了，請進行第四,35,needs_revision,現在輪到你了，請進行第四步,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,203,"00:10:46,830 --> 00:10:49,570",predicting the type of information in each blank.,步：預測每個空格中的資訊類型。,30,needs_revision,步：預測每個空格中的資訊型別。,[high] terminology: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,204,"00:10:50,110 --> 00:10:52,450","Now, let's listen and write down the answers.",現在，請聆聽並寫下答案。,100,ok,,
Draft 1,L4S2,205,"00:10:53,890 --> 00:10:56,170","Now, let me just run through some more",現在，讓我再快速講解一些內容。,100,ok,,
Draft 1,L4S2,206,"00:10:56,170 --> 00:11:00,430","important information regarding classes, tuition fees, and our policy.",關於課程、學費及我們政策的詳細資訊。,100,ok,,
Draft 1,L4S2,207,"00:11:01,050 --> 00:11:01,510",All right.,好的。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,208,"00:11:02,050 --> 00:11:06,310","For the beginner class with no prior training, the fee is $60.",對於沒有先前基礎的初級班，學費為 60 美元。,100,ok,,
Draft 1,L4S2,209,"00:11:07,130 --> 00:11:07,690",OK.,好的。,100,ok,,
Draft 1,L4S2,210,"00:11:08,050 --> 00:11:09,830",Does that include uniforms as well?,那也包括制服嗎？,77,minor_issues,,[low] style: None; [medium] terminology: None
Draft 1,L4S2,211,"00:11:09,830 --> 00:11:13,830","No, you have to pay another $45 for that.",不行，那筆費用需要額外支付 45 美元。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,212,"00:11:14,510 --> 00:11:18,050","So, in total, I have to pay $105, right?",所以，總共我需要支付 105 美元，對吧？,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,213,"00:11:18,670 --> 00:11:19,710","Yes, that's correct.",是的，沒錯。,100,ok,,
Draft 1,L4S2,214,"00:11:20,170 --> 00:11:22,790","Just a note, we don't accept cash payments",備註：我們不接受現金付款，且,32,needs_revision,,[low] style: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,215,"00:11:22,790 --> 00:11:25,230",and you must pay all the fees at,您必須繳清所有費用。,30,needs_revision,您必須在{location}支付所有費用,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,216,"00:11:25,230 --> 00:11:27,390",least one week before your class starts.,您的課程開始前至少一週。,100,ok,,
Draft 1,L4S2,217,"00:11:27,830 --> 00:11:30,330",You can pay by credit card or bank transfer.,您可以使用信用卡或銀行轉帳付款。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,218,"00:11:30,930 --> 00:11:31,470",That's fine.,沒問題。,100,ok,,
Draft 1,L4S2,219,"00:11:31,690 --> 00:11:33,110",I'll pay by bank transfer.,我會使用銀行轉帳付款。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,220,"00:11:33,630 --> 00:11:41,110","Now, about your class schedule, the beginner class is from 6 p.m. to 8 p .m. on Tuesday and Friday.",關於您的課程表，初級班在週二和週五下午 6 點至 8 點上課。,100,ok,,
Draft 1,L4S2,221,"00:11:41,850 --> 00:11:43,830",I am afraid I can't make it on Tuesday.,抱歉，我週二無法參加。,100,ok,,
Draft 1,L4S2,222,"00:11:44,190 --> 00:11:45,410",I have other plans that day.,我那天另有安排。,100,ok,,
Draft 1,L4S2,223,"00:11:45,970 --> 00:11:48,090","That's not a problem, but I would recommend",這沒問題，但我建議您週,45,needs_revision,這沒問題，但我建議您您,[high] meaning_drift: None
Draft 1,L4S2,224,"00:11:48,090 --> 00:11:51,870",you attend extra classes on the weekend to catch up with your classmates.,末參加額外課程，以跟上同學的進度。,45,needs_revision,週末參加額外課程，以跟上同學的進度。,[high] meaning_drift: None
Draft 1,L4S2,225,"00:11:52,350 --> 00:11:53,770","This way, you won't fall behind.",這樣您就不會落後。,100,ok,,
Draft 1,L4S2,226,"00:11:54,330 --> 00:11:55,110",That sounds good.,聽起來不錯。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,227,"00:11:55,330 --> 00:11:56,310",I'll try to make time.,我會盡量騰出時間。,100,ok,,
Draft 1,L4S2,228,"00:11:56,310 --> 00:11:57,630",One more thing.,還有一件事。,100,ok,,
Draft 1,L4S2,229,"00:11:58,110 --> 00:11:59,730",If you decide to drop out of the,如果您在賽季中途決定,87,minor_issues,,[low] style: None
Draft 1,L4S2,230,"00:11:59,730 --> 00:12:04,130","class in the middle of the season, there's a $35 cancellation fee.",退出課程，將收取 35 美元的取消費用。,45,needs_revision,登出課程，將收取 35 美元的取消費用。,[high] terminology: None
Draft 1,L4S2,231,"00:12:04,630 --> 00:12:08,710",This is because it's difficult for us to replace students once the season starts.,這是因為一旦課程開始，我們很難替換學生。,100,ok,,
Draft 1,L4S2,232,"00:12:09,250 --> 00:12:09,910",I understand.,我知道了。,100,ok,,
Draft 1,L4S2,233,"00:12:10,590 --> 00:12:15,370","Also, during the practice, you won't be allowed to bring food or drink in the class.",此外，在練習期間，您不允許在課堂上攜帶食物或飲料。,100,ok,,
Draft 1,L4S2,234,"00:12:15,930 --> 00:12:17,150",Not even a water bottle?,連水瓶都沒有嗎？,100,ok,,
Draft 1,L4S2,235,"00:12:17,750 --> 00:12:18,670",That's OK to bring.,可以攜帶。,100,ok,,
Draft 1,L4S2,236,"00:12:18,990 --> 00:12:21,590","If you have any more questions, feel free to ask.",如果您還有其他問題，歡迎隨時提出。,100,ok,,
Draft 1,L4S2,237,"00:12:22,050 --> 00:12:23,430","No, that's all for now.",不，目前就這樣了。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,238,"00:12:23,590 --> 00:12:24,350",Thank you very much.,非常感謝您,100,ok,,
Draft 1,L4S2,239,"00:12:24,350 --> 00:12:25,370","Great job, guys.",各位，做得很好。,100,ok,,
Draft 1,L4S2,240,"00:12:25,550 --> 00:12:27,030",Let's check the answers together.,我們一起來檢查答案。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,241,"00:12:27,350 --> 00:12:29,670",Here is the transcript of the recording.,以下是錄音的逐字稿。,100,ok,,
Draft 1,L4S2,242,"00:12:29,950 --> 00:12:32,750","In question 6, you may hear the receptionist",在第 6 題中，你可能會聽到接待員,100,ok,,
Draft 1,L4S2,243,"00:12:32,750 --> 00:12:36,750","mentioning $60 at first, but that is the fee without uniform.",一開始提到 60 美元，但那是未包含制服的費用。,100,ok,,
Draft 1,L4S2,244,"00:12:37,090 --> 00:12:40,790","The correct answer is mentioned by Philip later, $105.",Philip 後來提到正確答案，即 105 美元。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,245,"00:12:41,510 --> 00:12:44,950","The important keyword here is total, which appears",這裡的重要關鍵詞是 total，它出現了,80,minor_issues,這裡的重要關鍵詞是 總計，它出現了,[medium] terminology: None
Draft 1,L4S2,246,"00:12:44,950 --> 00:12:47,210",in both the table and the transcript.,表格和逐字稿中均有。,100,ok,,
Draft 1,L4S2,247,"00:12:47,210 --> 00:12:51,150","In question 7, the receptionist said Tuesday and",在第 7 題中，接待員提到 Tuesday，並,100,ok,,
Draft 1,L4S2,248,"00:12:51,150 --> 00:12:54,070","Friday, but since Philip cannot make it on",星期五，但由於 Philip 無法在……,74,minor_issues,週五，但 Philip 無法在……,[medium] terminology: None; [low] register: None; [low] style: None
Draft 1,L4S2,249,"00:12:54,070 --> 00:12:56,390","Tuesday, the correct answer is Friday.",星期二，正確答案是星期五。,100,ok,,
Draft 1,L4S2,250,"00:12:57,150 --> 00:12:59,170",Tuesday is a distractor.,Tuesday 是干擾項。,87,minor_issues,,[low] style: None
Draft 1,L4S2,251,"00:12:59,570 --> 00:13:02,490","Question 8, the correct answer is the weekend.",第 8 題，正確答案是週末。,100,ok,,
Draft 1,L4S2,252,"00:13:03,030 --> 00:13:07,490","Remember to include the, since it is the grammatically correct one.",記得要加上 the，因為它在文法上是正確的。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,253,"00:13:07,950 --> 00:13:13,610","Question 9, you can either write the number 35 or spell out the letters.",第 9 題，您可以寫數字 35 或拼出字母。,45,needs_revision,第 9 題，您可以寫數位 35 或拼出字母。,[high] terminology: None
Draft 1,L4S2,254,"00:13:13,610 --> 00:13:16,370",Make sure to not write the word dollars,請注意不要寫上 dollars,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,255,"00:13:16,370 --> 00:13:18,870",because the dollar symbol is already there.,這個字，因為美元符號已經在那裡了。,87,minor_issues,,[low] style: None
Draft 1,L4S2,256,"00:13:19,050 --> 00:13:22,350","And the last one, our correct answer is water bottle.",最後一個，正確答案是 water bottle。,100,ok,,
Draft 1,L4S2,257,"00:13:22,730 --> 00:13:24,390","Great job, everyone.",大家做得很好。,100,ok,,
Draft 1,L4S2,258,"00:13:24,930 --> 00:13:28,190","So, remember that for form and table completion,",所以，請記住，在填寫 form 和 table,70,minor_issues,所以，請記住，在填寫 形式 和 table,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [low] style: None
Draft 1,L4S2,259,"00:13:28,570 --> 00:13:33,030",checking spelling and grammar after answering is very important.,completion 時，答題後檢查拼字和文法非常重要。,87,minor_issues,作答完畢後，答題後檢查拼字和文法非常重要。,[low] style: None
Draft 1,L4S2,260,"00:13:38,850 --> 00:13:39,510",Hooray!,萬歲！,100,ok,,
Draft 1,L4S2,261,"00:13:40,010 --> 00:13:45,710","We've already grasped how to handle two question types, form completion and table completion.",我們已經學會如何處理兩種題型：表單填寫和表格填寫。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,262,"00:13:45,710 --> 00:13:47,890",Let's review what we've learned today.,讓我們複習一下今天所學的內容。,100,ok,,
Draft 1,L4S2,263,"00:13:48,590 --> 00:13:51,050","First, the completion question has four main types,",首先，填空題型共有四種主要類,87,minor_issues,,[low] style: None
Draft 1,L4S2,264,"00:13:51,690 --> 00:13:58,510","form completion, table completion, sentence completion, and summary completion.",型：表單填寫、表格填寫、句子填空與摘要填空。,30,needs_revision,,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L4S2,265,"00:13:59,210 --> 00:14:02,030","Next, we'll follow these six steps to do",接下來，我們將按照這六個步驟來進行,100,ok,,
Draft 1,L4S2,266,"00:14:02,030 --> 00:14:04,570",the form completion and the table completion.,表單填寫與表格填寫。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L4S2,267,"00:14:10,290 --> 00:14:11,610",That's it for today's lesson.,今天的課程到此結束。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,268,"00:14:11,870 --> 00:14:14,510",Don't forget to do the exercises and practice,別忘了完成練習，並定期,77,minor_issues,,[medium] terminology: None; [low] style: None
Draft 1,L4S2,269,"00:14:14,510 --> 00:14:16,090",what you've learned regularly.,複習所學內容。,80,minor_issues,,[medium] terminology: None
Draft 1,L4S2,270,"00:14:16,610 --> 00:14:18,370",Goodbye and see you in the next lesson.,再見，下一堂課見。,100,ok,,
Draft 1,L4S2,271,"00:14:20,610 --> 00:14:20,710",Thank you.,謝謝。,100,ok,,
Draft 1,L6S2,1,"00:00:12,060 --> 00:00:15,720","Hey guys, welcome back to our IELTS listening course.",大家好，歡迎回到我們的 IELTS 聽力課程。,100,ok,,
Draft 1,L6S2,2,"00:00:15,980 --> 00:00:20,540","In the last lesson, we learned about form completion and table completion questions.",在上堂課中，我們學習了表單填寫和表格填寫題型。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None; [medium] terminology: None
Draft 1,L6S2,3,"00:00:20,820 --> 00:00:24,300","Today, we'll continue to practice listening skills with",今天，我們將繼續練習另一種填空,77,minor_issues,今天，我們將繼續練習聽力,[medium] terminology: None; [low] style: None
Draft 1,L6S2,4,"00:00:24,300 --> 00:00:27,760","another completion question type, which is table completion.",題型——表格填寫題型的聽力技巧。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None; [low] style: None
Draft 1,L6S2,5,"00:00:28,200 --> 00:00:30,360",Today's lesson is divided into two parts.,今天的課程分為兩個部分。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,6,"00:00:30,960 --> 00:00:34,440","Part one, strategy, or steps to handle the question type.",第一部分：策略或處理題型的步驟。,100,ok,,
Draft 1,L6S2,7,"00:00:34,440 --> 00:00:37,520","Part two, practice and explanation.",第二部分：練習與說明。,100,ok,,
Draft 1,L6S2,8,"00:00:38,160 --> 00:00:39,500",Let's start with part one.,我們從第一部分開始。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,9,"00:00:43,800 --> 00:00:47,660","Similar to note completion and form completion, we'll",與備註填寫和表單填寫類似，我們將,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,10,"00:00:47,660 --> 00:00:50,280",follow these steps to do summary completion questions.,遵循以下步驟來完成摘要填空題目。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,11,"00:00:51,200 --> 00:00:55,480","Step one, read the instructions carefully and note the word limit.",第一步，仔細閱讀說明並留意字數限制。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L6S2,12,"00:00:55,820 --> 00:00:58,220",This question requires us to write one word only.,此題僅需填寫一個單字。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,13,"00:01:01,040 --> 00:01:03,420","Step two, read the title of the summary",第二步，閱讀標題,100,ok,,
Draft 1,L6S2,14,"00:01:03,420 --> 00:01:05,580",to get a quick understanding of the topic,以快速了解錄音的,30,needs_revision,以快速瞭解錄音的,[high] terminology: None; [high] meaning_drift: None; [high] meaning_drift: None
Draft 1,L6S2,15,"00:01:05,580 --> 00:01:07,300",and content of the recording.,主題與內容。,35,needs_revision,及錄音內容。,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,16,"00:01:07,300 --> 00:01:11,260",The title of this summary is the concept of opportunity cost.,本摘要的標題是「opportunity cost」這個概念。,77,minor_issues,本摘要的標題是「機會成本」這個概念。,[medium] terminology: None; [low] terminology: None
Draft 1,L6S2,17,"00:01:13,160 --> 00:01:15,320","Step three, underline keywords.",第三步驟，標記關鍵字。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,18,"00:01:15,800 --> 00:01:19,160","In the previous course, we already learned how to identify keywords.",在上一個課程中，我們已經學會了如何識別關鍵字。,100,ok,,
Draft 1,L6S2,19,"00:01:19,820 --> 00:01:22,260",Keywords are words that play an important part,關鍵字是在句子中扮演重要角,35,needs_revision,關鍵字是在句子中扮演重要的角色,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,20,"00:01:22,260 --> 00:01:25,700","in a sentence, carrying the main content of that sentence.",色的詞彙，承載著該句子的主要內容。,39,needs_revision,詞彙，承載該句的主要內容。,[high] meaning_drift: None; [low] collocation: None; [low] style: None
Draft 1,L6S2,21,"00:01:26,400 --> 00:01:29,920","Keywords you underline are often nouns, verbs, and",你所畫底線的關鍵字通常是名詞、動詞和形容詞，而,39,needs_revision,你所劃下劃線的關鍵字通常是名詞、動詞和形容詞，而,[low] style: None; [low] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,22,"00:01:29,920 --> 00:01:34,900","adjectives, not prepositions such as to, from, and",不是介系詞（如 to、from 和 at）或,30,needs_revision,形容詞，而非介系詞，例如 to、from 和,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,23,"00:01:34,900 --> 00:01:40,340","at, or articles such as a, and, and the.",冠詞（如 a、and 和 the）。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,24,"00:01:41,200 --> 00:01:43,280",And you should also pay attention to the,你也應該注意空白處,30,needs_revision,你也應該注意它,[low] style: None; [medium] terminology: None; [medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,25,"00:01:43,280 --> 00:01:45,560","keywords, before and after the blank.",前後的重點關鍵字。,35,needs_revision,空白前後的重點關鍵字。。,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,26,"00:01:46,420 --> 00:01:48,420","Step four, we need to predict what part",第四步，我們需要預測,45,needs_revision,第四步，我們要預測出哪一部分,[high] meaning_drift: None
Draft 1,L6S2,27,"00:01:48,420 --> 00:01:51,060",of speech each missing word should be.,每個缺失單詞的詞性。,30,needs_revision,每個缺失單字的詞性。,[high] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,28,"00:01:51,580 --> 00:01:54,200","For example, whether it is a verb,",例如，無論是動詞、noun、a,42,needs_revision,例如，無論是動詞、名詞、的,[low] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,29,"00:01:54,200 --> 00:01:57,920","a noun, an adjective, an adverb, or a number,",djective、adverb 或 num,30,needs_revision,形容詞、副詞 或 數詞,[medium] terminology: None; [medium] terminology: None; [low] typo: None; [low] terminology: None; [low] terminology: None; [low] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,30,"00:01:58,480 --> 00:02:00,800",let's look through each question in this exercise,ber，讓我們逐一檢視此練習中的每個問題。,77,minor_issues,那麼，讓我們逐一檢視此練習中的每個問題。,[medium] terminology: None; [low] style: None
Draft 1,L6S2,31,"00:02:00,800 --> 00:02:02,400",and predict the answers together.,並一起預測答案。,100,ok,,
Draft 1,L6S2,32,"00:02:03,460 --> 00:02:06,240","Step five, listen to the recording and find",第五步，聆聽錄音並找出,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,33,"00:02:06,240 --> 00:02:09,020",the words that have the same meaning or paraphrases.,具有相同意義或同義詞的單字。,70,minor_issues,,[medium] terminology: None; [medium] terminology: None
Draft 1,L6S2,34,"00:02:10,060 --> 00:02:13,520",Here we'll listen carefully and find paraphrases or,接下來我們將仔細聆聽，並在錄音中找出,35,needs_revision,Here we'll listen carefully and find paraphrases or,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,35,"00:02:13,520 --> 00:02:15,580",words in the recording that have the same,具有相同意義的轉述內容或單字。,32,needs_revision,錄音中意思相同的字詞,[medium] terminology: None; [high] meaning_drift: None; [low] style: None
Draft 1,L6S2,36,"00:02:15,580 --> 00:02:17,880",meaning with keywords in the question.,題目中的關鍵字意義。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,37,"00:02:18,680 --> 00:02:21,160","When doing the test, try to practice and",進行測驗時，請盡力練習並,100,ok,,
Draft 1,L6S2,38,"00:02:21,160 --> 00:02:24,620",take notes of as many paraphrases as you can hear.,為你能聽到的轉述內容做筆記。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,39,"00:02:25,920 --> 00:02:28,940","Step six, don't forget to write down the",第六步，別忘了寫下答,35,needs_revision,第六步，別忘了寫下答案,[medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,40,"00:02:28,940 --> 00:02:31,320",answer and don't forget to check the spelling.,案，也別忘了檢查拼字。,42,needs_revision,答案，也別忘了檢查拼字。,[low] style: None; [high] meaning_drift: None
Draft 1,L6S2,41,"00:02:32,500 --> 00:02:35,200","All right, after understanding the important new words,",好的，在了解了這些重要的單字後，你準,32,needs_revision,好的，在瞭解了這些重要的單字後，你準,[high] terminology: None; [medium] terminology: None; [low] style: None
Draft 1,L6S2,42,"00:02:35,560 --> 00:02:36,860",are you ready to do the test?,備好來進行測驗了嗎？,100,ok,,
Draft 1,L6S2,43,"00:02:37,200 --> 00:02:40,400",Let's listen to the recording and fill in the correct words.,讓我們聆聽錄音，並填入正確的單字。,100,ok,,
Draft 1,L6S2,44,"00:02:45,120 --> 00:02:49,520",Now listen and answer questions 21 to 27.,現在請聆聽並回答第 21 至 27 題。,80,minor_issues,,[medium] terminology: None
Draft 1,L6S2,45,"00:02:51,220 --> 00:02:53,260","Hi Mark, have you had a chance to",嗨，Mark，你有機會,100,ok,,
Draft 1,L6S2,46,"00:02:53,260 --> 00:02:55,720",look at the content for our next economics lesson?,看看我們下一堂經濟學課程的內容？,100,ok,,
Draft 1,L6S2,47,"00:02:55,720 --> 00:02:58,940","It's about opportunity cost, I know.",這是關於 opportunity cost，我知道。,77,minor_issues,這是關於 機會成本，我知道。,[medium] terminology: None; [low] terminology: None
Draft 1,L6S2,48,"00:02:59,520 --> 00:03:01,900","Honestly, Chloe, I've been staring at the definition",老實說，Chloe，我盯著那個定,45,needs_revision,老實說，Chloe，我盯著那個定義,[high] meaning_drift: None
Draft 1,L6S2,49,"00:03:01,900 --> 00:03:04,180",for 20 minutes and I think it's just,義看了二十分鐘，我覺得,30,needs_revision,看了二十分鐘，我想,[high] placeholder: None; [high] meaning_drift: None; [low] register: None
Draft 1,L6S2,50,"00:03:04,180 --> 00:03:06,820",a fancy way of saying making a choice.,那不過是選擇的委婉說法。,100,ok,,
Draft 1,L6S2,51,"00:03:07,040 --> 00:03:10,820",It feels like economists like to make simple things sound complicated.,感覺經濟學家喜歡把簡單的事情說得複雜。,100,ok,,
Draft 1,L6S2,52,"00:03:11,160 --> 00:03:13,760",It's not just about the choice itself.,重點不在於選擇本身。,100,ok,,
Draft 1,L6S2,53,"00:03:14,000 --> 00:03:16,020",It's about what you don't choose.,重點在於你沒有做出的選擇。,100,ok,,
Draft 1,L6S2,54,"00:03:16,380 --> 00:03:19,240",The formal definition is the value of,正式的定義是放棄,30,needs_revision,正式的定義是,[medium] terminology: None; [medium] terminology: None; [high] meaning_drift: None
Draft 1,L6S2,55,"00:03:19,240 --> 00:03:21,640",the next best alternative that you give up.,次佳替代方案的價值。,45,needs_revision,放棄的次佳選擇。,[high] meaning_drift: None
Draft 1,L6S2,56,"00:03:21,640 --> 00:03:24,400",It's a crucial concept because it helps people,這是一個關鍵概念，因為它能幫助,45,needs_revision,這是一個關鍵概念，因為它能幫助人們,[high] meaning_drift: None
Draft 1,L6S2,57,"00:03:24,400 --> 00:03:27,160",realize that everything has a hidden price.,人們體認到凡事皆有隱形代價。,100,ok,,
Draft 1,L6S2,58,"00:03:27,860 --> 00:03:28,400",I don't know.,我不知道。,100,ok,,
Draft 1,L6S2,59,"00:03:28,600 --> 00:03:30,740","If I'm hungry and I buy a sandwich,",如果我餓了，買了一個三明治，,100,ok,,
Draft 1,L6S2,60,"00:03:31,040 --> 00:03:34,120",I'm not thinking about the salad I didn't buy.,我沒在想你沒買的那份沙拉。,100,ok,,
Draft 1,L6S2,61,"00:03:34,320 --> 00:03:36,080",I'm just thinking about my lunch.,我只是在想我的午餐。,100,ok,,
Draft 1,L6S2,62,"00:03:36,640 --> 00:03:38,580","I mean, yeah, you've got a point.",我的意思是，沒錯，你說得對。,100,ok,,
Draft 1,L6S2,63,"00:03:39,220 --> 00:03:41,540","See, isn't it a bit too theoretical?",你看，是不是太理論了一點？,80,minor_issues,,[medium] terminology: None
